suurus_m2;hind_m2_eur;muugi_hind_eur
18;3496,62;64383
19;3237,79;65065
19;3709,31;73949
18;3359,46;65467
18;3587,56;58751
18;3198,14;52399
18;3199,37;57662
22;3295,5;70710
18;3316,31;60714
19;3363,55;58020
18;3394,67;51206
22;3725,7;78418
21;3657,17;73081
18;3326,48;62450
18;3290,03;65232
20;3405,33;65050
27;3082,51;86119
18;3299,02;66640
44;3090,6;133537
21;3576,68;75649
19;3407;62050
18;3271,58;54153
18;3423,43;64538
19;3573,04;64479
19;3505,56;64022
18;3367,03;53557
18;3465,37;66736
33;3340,72;120036
19;3392,17;64056
20;3464,42;59697
18;3610,99;68318
20;3393,9;63040
19;3628,51;80170
18;3450,08;51823
18;3211,17;53550
18;3414,46;54188
18;3418,84;51432
19;3495,42;66272
25;3289,92;80542
19;3450,9;66981
19;3545,15;65175
18;3205,93;57325
18;3255,49;50547
18;3466,88;52247
18;3745,37;69758
18;3791,33;72743
18;3521,96;58759
20;3549,08;61990
18;3365,96;57595
20;3129;69147
18;3360,45;61986
18;3485,28;73105
39;3570,75;144863
18;3231,16;64436
18;3159,99;53225
18;3605,28;69726
25;3316,79;81399
19;3283,49;63388
18;3264,89;57705
20;3500,11;62792
19;3902,94;71732
21;3411,6;73360
18;3122,47;54406
22;3340,49;65035
26;3333,68;85624
19;3544,08;64951
18;3509,46;63565
18;3349,25;62317
19;3118,29;56870
18;3335,68;63369
18;3292,08;66975
18;3425,4;62350
18;3472,23;58058
18;3436,15;57847
20;3463,89;62353
18;3469,06;66130
20;3164,51;59256
18;3851,07;73707
20;3283,31;71072
20;3303,83;65153
19;3496,61;60231
19;3310,94;64572
19;3257,4;66760
20;3329,95;69474
18;3626,84;65171
21;3267,52;71428
18;3696,85;62088
26;3124,13;87570
18;3391,86;56554
18;3488,1;67085
19;3283,83;63413
19;3663,64;63545
18;3410,4;62840
18;3536,82;65900
18;3413,96;60388
18;3525,23;59607
28;3213,48;83003
18;3572,29;64153
18;3668,08;66639
18;3484,11;68941
18;3304,88;63418
18;3188,58;63962
22;3369,54;79630
21;3283,93;62290
18;3424,89;63019
22;3492,86;79636
22;3593,62;79519
18;3441,8;65103
19;3499,02;58208
18;3320,77;64412
20;3342,9;66241
19;3045,89;59613
20;3207,94;64510
20;3583,62;75785
18;3162,05;59210
18;3281,08;59157
21;3520,28;76401
18;3213,7;68581
106;3017,3;320055
19;3112,89;63456
21;3265,71;68809
18;3415,46;56195
18;3194,66;54054
18;3427,11;68284
18;3370,23;66904
20;3368,09;66955
29;3603,12;103159
19;3010,58;58193
18;3095,22;55391
18;3591,7;58117
18;3204,77;61475
18;3444,34;63075
18;3207,45;58089
18;3603,84;66640
18;3531,52;65745
33;3533,71;110615
18;3253,86;54648
18;3503,05;64075
19;3434,11;70134
18;3444,35;68547
18;3548,95;65515
18;3627,8;71466
19;3184,45;58034
19;3250,73;56484
18;3487,01;59289
18;3204,06;54930
21;3078,66;59867
18;3359,29;59838
20;3111,47;56573
22;3142,13;71853
22;3390,35;69980
20;3510,11;73152
21;3513,94;71014
18;3676,21;61683
18;3512,47;63451
18;3039,81;56116
18;3510,39;58669
18;3588,57;70462
18;3399,73;59388
18;3400,85;57759
19;3668,31;70358
18;3416,93;66892
18;3153,02;57888
18;3203,5;62783
18;3429,63;62681
18;3271,68;58498
18;3480,49;61617
18;3919,02;60763
18;3404,82;62456
18;3686,13;63066
18;3742,52;67562
19;3125,85;61865
18;3135,39;54281
18;3504,64;54189
18;3485,68;71533
22;3647,78;81857
19;3721,75;71218
18;3354,28;65132
18;3235,64;55701
18;3861,77;66973
22;3254,52;76868
20;3576,11;67868
18;3386,79;62880
18;3224,01;53801
23;3398,5;79275
18;3030,84;54935
18;3698,33;59898
18;3387,59;57347
18;3276,08;64770
18;3316,1;60508
24;3321,6;77782
20;3290,73;65478
19;3760,68;71187
18;3134,02;59900
18;3537,21;49628
47;3114,49;148172
18;3630,64;60720
20;3426,27;71500
18;3348,34;60264
18;3443,38;66882
18;3299,58;53447
18;3665,53;65951
18;3149,86;55080
18;3429,78;63923
19;3498,5;64118
18;3411,57;59550
18;3665,15;64139
18;3231,84;64937
18;3233,59;51320
20;3248,32;60826
21;3074,83;64620
18;3389,92;57119
18;3428,15;63879
18;3268,19;55752
18;3342,76;59493
18;3394,54;63736
21;3552,65;75226
19;3599,81;64965
18;3541,02;59838
26;3351,55;84333
18;3522,86;58500
19;3736,93;62662
50;3363,1;166405
19;3364,16;64421
18;3252,17;58062
18;3545,02;68193
19;3301,79;63731
18;3353,41;63899
22;3362,66;76507
18;3606,44;60897
18;3883,37;62690
18;3536,79;71283
18;3402,5;61263
18;3397,29;71043
18;3509,58;68290
18;3468,97;50602
19;3638,73;77554
18;3118,02;65789
18;3338,82;60410
21;3366,27;72177
18;3343,26;63327
26;3632,6;92158
18;3568,87;68136
19;3667,08;71096
18;3345,26;56682
24;3788,21;93021
18;3627,53;57773
26;3393,44;85384
20;3333,97;73334
18;3802,98;71715
18;3342,79;55259
18;3627,76;68150
18;3640,28;63173
18;3473,45;64084
18;3291,89;56656
25;3132,84;88928
18;3474,08;58760
18;3142,43;61971
18;3775,09;70179
20;3300,42;61445
18;3429,36;59855
22;3250,97;80265
26;3467,91;84067
18;3357,64;64143
18;3146,42;60939
18;3406,35;58821
18;3607,35;71806
18;3483;55768
18;3788,87;70843
19;3422,34;57288
19;3712,46;73761
52;3324,9;176085
18;3603,53;67939
18;3481,4;67046
18;3191,02;56549
19;3322,3;59184
18;2890,64;53774
18;3564,32;63853
18;3262,39;50598
18;3475,41;61272
18;3511,22;63206
28;3144,69;88713
18;3084,54;62387
18;3531,67;58217
21;3619,45;69412
19;3585,32;70114
22;2914,4;66999
18;3316,12;62926
18;3430,21;59074
18;3440,13;63301
19;3664,43;69001
22;3474,46;73065
18;3143,66;62359
18;3336,3;52303
18;3414,98;59647
19;3533,6;65914
26;3210,76;81914
18;3236,28;59230
29;3018,86;86273
18;3354,07;53192
20;3615,58;79643
18;3339,46;60496
23;3275,61;75036
28;3539,06;98537
57;3317,31;193432
18;3571,63;71326
18;3476,3;61427
23;3290,2;75983
19;3367,91;69456
18;3505,02;55866
21;3432,06;82676
18;3613,07;67653
25;3534,89;83636
45;3545,63;161929
19;3410,26;63627
18;3461,79;64271
21;3128;73943
18;3185,26;57250
23;3323,84;83298
18;3370,81;58908
18;3555,72;63194
18;3367,23;60627
19;3527,47;66583
18;3263,45;53759
19;3203,61;58684
19;3709,45;70663
19;3284,71;64833
18;3364,89;68083
20;3671,58;72189
40;3233,67;125633
24;3149,45;80672
18;3362,81;57842
18;3070,62;49990
18;3269,68;59294
18;3483;68566
21;3531,19;76442
18;3439,52;64123
18;3212,61;64314
23;3653,48;82871
18;3237,88;57557
22;3362,97;73172
18;3459,54;63384
18;3329,52;50170
18;3332,33;62086
18;3756,33;71857
18;3189,99;55081
18;3244,33;53542
18;3255,57;55440
18;3547,64;60240
18;3270,76;62464
19;3470,08;61211
21;3777,92;75064
18;3577,95;66330
18;3469,54;63744
18;3132,78;61867
18;3513,52;67795
18;3208,9;60441
18;3003,7;58001
18;3605,8;66521
18;3415,22;63886
18;3528,27;68174
18;3596,25;61564
19;3300,96;65913
21;3363,74;60056
18;3507,3;67017
21;3360,57;65982
18;3688,54;66483
19;3391,05;57975
18;3367,36;61275
18;3393,45;54246
18;3399,18;62696
21;3251,63;66142
18;3270,31;64254
25;3324,47;82820
18;3439,76;61237
19;3662,34;68290
19;3455,33;58132
20;3655,85;70262
18;3394,85;63864
18;3304,22;65067
21;3363,27;62585
23;3430,52;74636
19;3632,01;65629
19;3172,96;67013
18;3436,88;60022
18;3451,76;61386
18;3502,28;60702
18;3189,07;52876
18;3628,16;62163
18;3515,78;60575
48;3461,69;165516
18;3233,93;65367
21;3337,5;73511
18;3689,88;67018
23;3557,77;85692
20;3297,13;64253
21;3356,64;67466
18;3878,61;68671
19;3378,61;60207
18;3245,96;55062
19;3380,68;60912
18;3450,78;60398
18;3562,09;72461
18;3411,24;59470
20;3527,09;70126
19;3458,07;66290
18;3459,51;71331
18;3267,17;60642
18;3630,36;64835
19;3177,56;63559
18;3465,94;62936
18;3453,91;61860
19;3449,19;71211
22;3450,67;78673
18;3542,98;57206
18;3472,3;52302
19;3330,89;63098
18;3486,24;68416
18;3358,36;59519
18;3540;65556
20;3433,39;70488
34;3242,24;110503
46;3440,19;155389
18;3538,9;61964
18;3372,92;64503
19;3319,84;62141
18;3366,84;61702
18;3438,25;63021
18;3147,83;55635
18;3558,04;64051
18;3262,73;57512
82;3056,57;254761
18;3506,69;63798
18;3125,21;58301
19;3597,93;75108
18;3254,02;60483
18;3836,19;73223
18;3616,85;65539
18;3602,55;71763
18;3471,9;67340
18;3540,13;71792
18;3520,6;59860
18;3398,64;64096
18;3412,49;62592
20;3115,97;65428
20;3609,61;73714
19;3353,48;65087
20;3615,07;68544
19;3401,71;68511
19;3392,86;70042
18;3266,37;58719
18;3367,18;62625
21;3089,9;64869
18;3360,93;54919
19;3762,27;78772
18;3126,09;50908
18;3509,59;63034
21;3318,38;77501
21;3216,1;68114
21;3432,15;75233
18;3441,28;63760
18;3000,52;51894
25;3410,63;84883
18;3061,43;57716
24;3479,15;78347
18;3322;62638
20;3526,27;76145
18;3545,1;69491
18;3561,21;65672
20;3522,22;69213
18;3576,37;58659
19;3582,2;68140
18;3214;56932
24;3533,41;80063
19;3577,74;59276
18;3273,67;61208
19;3129,28;64522
18;3548,91;63789
18;3273,52;62056
18;3626,88;62179
18;3363,25;59038
18;3571,85;66449
22;3481,38;74800
18;3563,03;57085
18;3414,83;66820
19;3259,63;68966
18;3385,24;54271
30;3479,92;100990
23;3565,37;90417
18;3475,06;62479
20;3578,05;73917
18;3493,23;56884
18;3546,71;61509
18;3712,75;64071
18;3432,22;68233
18;3301,22;52937
19;3432,31;65107
18;3395,17;66599
19;3407,27;69157
20;3479,85;64740
18;3380,83;64323
31;3395,11;107510
18;3250,38;60906
18;3119,09;58147
55;3306,13;182863
18;3193,25;56502
18;3400,48;64177
18;3199,24;56868
18;3466,67;62053
18;3508,86;66320
18;3576,21;58576
18;3351,58;65661
19;3438,8;62692
21;3271,32;64015
21;3462,26;72350
22;3437,05;72143
18;3328,86;54461
19;3410,2;55708
19;3472,94;64440
33;3036,58;105081
18;3530,53;58084
19;3781,11;69140
18;3550,86;64070
18;3510,59;62943
18;3777,52;64734
19;3324,82;58419
18;3481,97;56052
18;3335,42;62372
18;3505,84;59008
38;3293,01;126636
18;3294,29;60843
23;3421,14;79040
27;3118,09;81555
19;3442,46;70243
26;3379,18;92324
18;3297,73;63693
18;3502,05;64279
20;3504,3;73603
18;3176,23;58750
18;3166,12;58672
18;3392,03;59933
18;3549,31;70263
23;3591,96;88556
20;3296,8;62096
18;3542,78;62162
18;3252,8;60163
18;3656;61883
28;3155,29;86476
18;3482,71;63795
18;3090,96;53114
23;3443,71;76509
18;3370,32;52526
21;3459,39;72503
22;3655,59;85346
18;3457,21;56403
18;3036,08;55749
18;2988,5;57922
18;2977,05;55047
18;3255,07;62749
19;3244,69;61188
18;3486,02;68527
30;3542,53;105142
19;3509,27;71384
18;3487,79;62735
18;3380,75;60131
18;3258,92;60020
18;3731,97;59073
18;3461,48;67869
18;3200,07;61259
18;3558,31;65244
18;3761,65;70134
30;3055,5;83594
20;3447,55;60261
27;3692,03;101964
18;3592,81;55499
18;3385,62;61012
22;3290,52;63653
20;3273,45;72185
18;3451,39;59364
18;3134,92;55636
25;3022,4;71403
18;3374,59;44244
18;3462,68;60695
18;3359,75;62557
18;3192,62;47572
18;3361,84;59356
18;3480,37;57897
18;3293,61;56872
18;3509,29;73144
19;3308,32;56574
18;3626,3;64724
18;3254,59;55002
21;3570,84;79500
18;3137,62;55343
26;3583,39;96486
21;3734,7;78663
18;3535,59;66984
18;3277,67;59036
19;3724,57;76353
19;3297,78;64142
18;3537,13;66231
19;3307,35;63448
18;3508,77;61836
20;3136,51;55992
18;3544,39;62337
18;3790,08;72782
18;3527,91;59741
20;3509,38;71941
20;3048,77;59393
18;3143,59;52343
20;3361,62;72272
18;3606,55;59671
19;3367,38;70616
18;3045,54;55809
18;3709,29;71289
19;3064,11;66339
19;3434,77;69120
18;3474,69;53256
18;3377,91;66056
18;3393,82;55875
18;3376,06;65017
19;3305,09;55544
18;3304,53;61859
18;3356,15;59153
18;3698,23;63833
19;3625,1;72134
18;3572,85;67738
18;3310,34;64338
18;3716,23;54928
18;3241,2;61891
19;3015,47;63192
19;3560,04;70978
18;3443,26;64883
20;3667,24;68391
18;3591,46;68240
20;3525,26;72401
18;3344,48;63299
18;3531,56;65553
18;3374,52;48236
18;3387,42;56303
20;3748,16;67752
21;3572,51;83119
18;3284,42;61340
19;3404,53;57373
18;3353,37;65536
18;3412,17;60265
18;3376,01;61622
19;3368,34;55865
18;3386,41;61370
18;3592,66;60161
18;3457,74;66161
20;3237,82;67599
18;3400,19;59256
21;3381,49;76672
19;3426,8;73938
18;3167,25;59883
18;3823,54;72520
18;3195,7;54651
20;3529,47;69248
21;3283,5;67963
21;3230,26;66353
18;3412,44;60603
18;3369,54;57447
25;3535,39;92386
18;3362,2;51808
21;3368,61;73638
18;3217,48;56475
19;3445,25;65489
24;3557,91;86225
18;3084,44;54329
18;3575,19;65793
18;3380,33;68876
18;3522,57;58664
19;3800,19;66923
19;3343,07;62585
18;3428,48;64482
18;3376,13;63582
18;3544,34;66776
19;3467,06;73990
22;3388,43;74688
20;3249,61;69043
19;3387,29;61598
18;3493,23;54791
18;3451,04;63644
18;3134,65;52097
18;3304,93;63158
18;3617,29;69996
18;3079,7;60416
18;3530,04;72130
18;3420,52;61338
18;3556,18;57277
19;3377,25;66257
19;3193,24;61092
18;3462;58943
18;3306,75;55745
18;3043,87;46991
20;3587,04;72732
19;3421,49;70254
18;3683,64;66760
19;3655,76;68476
18;3691,56;70693
19;3515,61;76809
19;3103,64;59931
18;3265,07;61870
22;3535,16;88570
18;3136,34;54815
19;3579,52;65872
36;3612,58;133320
18;3264,52;61204
18;3280,05;60249
18;3505,13;61523
18;3256,05;53398
18;3420,52;68202
19;2937,4;57377
18;3424,4;70137
18;3411,82;67544
18;3163,49;56222
18;3307,64;56064
18;3607,84;61716
34;3550,6;120325
18;3429,01;58769
18;3629,42;67938
18;3044,42;67689
20;3421,33;59403
18;3238,67;52802
19;3141,29;60929
18;3394,84;65923
18;3518,75;67286
19;3337,57;62147
19;3925,53;80205
18;3265,32;57366
18;3402,18;66414
18;3435,52;62067
18;3142,33;58636
18;3251,54;52029
18;3312,85;64072
18;3610,71;72791
19;3442,33;64960
18;3471,1;64010
19;3678,64;71096
18;3554,21;59627
18;3274,39;53481
18;3564,72;69918
18;3430,88;63279
18;3391,84;65811
18;3338,17;64789
18;3603,87;65489
22;3421,58;68197
18;3119,17;59169
18;3424,04;58897
18;3402,94;64923
18;3694,31;69083
18;3552,24;60655
18;3208,21;58235
18;3595,94;69918
18;3569,29;72067
24;3257,49;75388
18;3290,27;58780
21;3310,23;79571
19;3135,71;64092
19;3977,91;78083
128;3018,7;386199
18;3103,97;64587
18;3468,15;64644
18;2993,97;56861
18;3180,06;55715
19;3323,92;65319
18;3879,18;70374
20;3281,03;60267
18;3298,45;63542
18;3594,19;64565
18;3387,14;61776
18;2955,93;50743
18;3532,32;60305
22;3421,94;77451
19;3476,32;61581
19;3325,76;66987
18;3199,41;55095
19;3130,56;65617
23;3301,66;82792
19;3513,26;62113
18;3440,69;61703
18;3592,61;68691
18;3228,85;53943
18;3482,75;67571
18;3366,44;53473
18;3805,4;73116
18;3141,67;56583
19;3736,19;68086
18;3026,39;54841
18;3422,31;57937
19;3253,67;68486
18;3624,86;75483
18;3407,55;59556
25;3166,46;84561
23;3783,34;92044
19;3283,12;63327
18;3413,91;64686
39;3497,98;134695
18;3615,63;62487
18;3321,63;59530
18;3467,66;59055
18;3388,74;58132
20;3412,2;62049
18;3614,05;66906
19;3637,81;64725
18;3400,97;57341
25;3579,18;87894
71;3175,15;223395
19;3518,62;69071
19;3446,03;64975
22;3277,77;72693
18;3038,08;60575
23;2998,36;73129
28;3329,47;100878
18;3094,9;52034
20;3578,1;80612
27;3577;99205
18;3246,97;57117
18;3510,93;67105
20;3646,07;74043
18;3295,75;54270
18;3391,27;57148
18;3673,86;67256
18;3344,64;63031
18;3406,39;58746
18;3380,24;59320
18;3362,98;61123
18;3598,83;59512
18;3636,31;61610
19;3217,39;62077
25;3069,43;72555
20;3294,36;63856
18;3416,05;59785
19;3239,23;72348
19;3300,57;63638
18;3053,23;43107
26;3303,26;77742
18;3589,33;68033
18;3213,24;56278
18;3625,19;63861
20;3345,34;67856
20;3630,23;74446
18;3461,82;66182
18;3532,03;64696
18;3505,11;58469
18;3687,3;66776
19;3453,62;66109
18;3488,37;63638
28;3573,84;98568
18;3521,05;58144
19;3638,46;66111
18;3452,82;70929
18;3728,24;69819
20;3355,97;66927
20;3516,71;73513
18;3160,82;50424
20;3225,4;62310
18;3180,38;58234
18;3301,84;55938
18;3578,81;67901
19;3116,5;65872
19;3395,28;62141
19;3688,04;61677
19;3294,63;62492
24;3434,95;79617
18;3434,19;56623
18;3368,82;59090
18;3295,86;58190
18;3517;64099
18;3704,24;72981
19;3475,72;63961
18;3349,53;57573
18;3627,29;68341
22;3604,35;87869
57;3281,45;181224
18;3155,78;54095
18;3363,84;62426
18;3371,78;58904
18;3369,67;59879
18;3453,95;66581
19;3208,52;66940
18;3384,14;61175
18;3824,12;66393
18;3479,28;63515
18;3473,45;68969
19;3329,83;68159
18;3619,04;61293
18;3422,11;61323
18;3574,85;62149
19;3524,85;63159
18;3233,61;62462
20;3343,78;63870
20;3264,97;66949
18;3496,14;64171
19;3732,82;61227
18;2962,03;53920
40;3269,08;133178
19;3336,73;55240
39;3347,81;132378
18;3096,53;54495
22;3061,84;72632
24;3780,99;92001
18;3320,76;63817
18;3530,99;67790
18;3299,92;56723
18;3262,15;57147
18;3161,23;57554
21;3536,52;80519
18;3624,39;66585
19;3538,74;65697
18;3578,78;57389
18;3192,26;56382
19;3140,17;57314
18;3462,55;64865
18;3564,52;59300
27;3512,86;95101
18;3320,09;58513
20;3370,57;68624
18;3661,62;68346
18;3176,8;60907
18;3486,51;66754
18;3588,17;69322
18;3151,78;57314
18;3500,32;68519
18;3443,33;60783
18;3384,35;56445
18;3275,96;59917
19;3530,95;67884
18;3107,99;61000
18;3362,02;52627
18;3427,42;60803
19;3465,16;73294
19;3173,18;59153
18;3297,78;65196
18;3627,91;66035
25;3585,98;87742
19;3127,59;65645
19;3489,53;58265
18;3526,63;60378
21;3303,62;72668
18;3608,38;72975
24;3380,2;83316
19;3249,26;63497
18;3464,95;69518
18;3636,2;61062
19;3385,7;61444
18;3246,72;61037
18;3617,73;68550
18;3092,94;52984
21;3850,57;90112
68;3179,76;215813
18;3385,67;58789
27;3224,26;89673
19;3160,55;59610
18;3576,35;68661
18;3370,27;60880
18;3663,16;68920
18;3039,82;51108
19;3367,33;54445
18;3299,45;67688
20;3085,68;52909
18;3372,51;60465
19;3220,8;54906
18;3491,98;60241
18;3593,42;58590
18;3585,71;62851
18;3462,31;65378
18;3101,4;59031
18;3229,8;58175
18;3434,95;53969
18;3432;59217
18;3393,09;53749
18;3414,3;60994
18;3439,57;52017
18;3504,08;61759
18;3563,34;62895
20;3325,7;66386
18;3416,21;63573
22;3798,57;82165
18;3549,97;65093
18;3187,18;59152
19;3511,85;66521
19;3129,88;59369
18;3192,4;56463
20;3728,93;74260
18;3468,7;66712
50;3336,54;160128
18;3421,96;67494
18;3112,18;62629
18;3802,93;69872
18;3158,03;56761
23;3292,21;73914
18;3814,02;71597
18;3314,31;65862
18;3281,07;50259
18;3655,95;72973
23;3671,31;86341
18;3410,4;63584
18;3500,29;78545
21;3658,97;79004
19;3272,73;64592
18;3438,24;66358
18;3287,63;69435
28;3691,22;104718
18;3225,1;57200
21;3122,53;60313
18;3281,69;59584
18;3660,94;66558
18;3551,39;73702
18;3503,38;56888
20;3160,74;55739
18;3022,99;56903
18;3370,6;61615
18;3512,25;66183
18;3519,93;59974
18;3486,73;64356
18;3465,68;60507
19;3592,58;70695
23;3056,92;81556
18;3521,51;59595
18;3260,06;59514
18;3405,5;55782
18;3633,49;68781
18;3206,96;57953
19;3350,88;66353
18;3283,56;57386
29;3488,93;100968
19;3365,46;60506
20;3542,93;64026
18;3153,8;57500
18;3456,72;60479
18;3583,79;65231
18;3340,14;60739
18;3613,37;64407
18;3481,61;61078
19;3390,34;64422
18;3738,94;59816
20;3343,54;66465
18;3624,74;62847
19;3374,77;61956
18;3394,15;61047
19;3356,55;71164
18;3492,85;64992
20;3211,65;65356
110;2843,2;312864
21;3169,6;75862
18;3502,75;64127
19;3281,54;62617
19;3754,87;73966
18;3090,11;60449
18;3644,33;71644
50;2970,85;153532
18;3533,97;59730
20;3444,73;69478
18;3245,29;60806
28;3377,62;97756
21;3730,24;72057
20;3717,44;61773
18;3095,57;49620
18;3490,02;58479
18;3532,61;63110
19;3333,54;62980
20;3392,65;71839
18;3262,49;53311
18;3596,84;70463
18;3444,11;67356
18;3324,82;63370
18;3403,13;57134
18;3434,21;64754
18;3206,21;57927
18;3248,45;60490
23;3472,11;77484
19;3379,33;62568
20;3457,3;72937
18;3621,57;62265
18;3359,52;63927
18;3202,38;57836
25;3423,61;81388
18;3418,11;63116
18;3638,44;75395
18;3526,17;68145
18;3641,96;68054
18;3383,99;64528
20;3251,42;60704
18;3276,78;62371
18;3111,3;53242
29;3426,81;99534
19;3112,01;59484
18;3361,7;56935
20;3451,67;76932
20;3143,03;56172
18;3273,69;59521
18;3054,46;44192
23;3405,02;70679
18;3568,54;66268
19;3332,47;60000
18;3411,89;59598
18;3473,67;63631
19;3420,27;68244
18;3253,02;55465
19;3182,3;56096
25;3129,68;78214
21;3216,26;71744
19;3309,19;66357
19;3774,64;74134
20;3015,24;60969
18;3524,2;64743
18;3582,72;62742
18;3365,78;64267
18;3814,14;73998
18;3055,53;54190
18;3192,45;54241
20;3568,45;78420
27;3364;83255
22;3705,94;77923
18;3198,85;57970
19;3316,28;62647
18;3507,9;53596
18;3498,69;73747
20;3420,55;66147
18;3413,88;64864
18;3279,51;48059
18;3566,31;69171
18;3148,8;51457
18;3596,93;69903
19;3503,44;68945
19;3808,89;70844
18;3405,74;65908
18;3259,46;57080
18;3394,85;54410
18;3334,78;56819
18;3493,92;59678
19;3144,61;61013
18;3290,13;58994
19;3357,98;64109
18;3242,4;51260
18;3437,44;61038
18;3504,1;57873
18;3371,31;63416
20;3233,5;64232
27;3192,32;94355
18;3257,38;52024
18;3597,91;62168
35;3562,09;117332
18;3225,24;55058
19;3276,3;65065
18;3594,95;60154
19;3728,72;75147
20;3058,75;60083
18;2954,33;52239
18;3586,39;75133
18;3393,66;55243
21;3365,07;70659
18;3273,23;61240
22;3617,28;86843
18;3641,01;63532
34;3321,5;108189
19;3609,07;65476
19;3021,47;56025
26;3542,02;90809
18;3501,5;63610
18;3516,38;60796
34;3066,79;99969
20;3615,99;78019
18;3542,97;67139
18;3457,75;65676
18;3293,88;55720
18;3475,65;61642
19;3348,62;71203
18;3387,14;58794
18;3393,39;61164
18;3506,29;63376
20;3495,92;71240
18;3437,58;68542
18;3650,33;64256
18;3244,57;55575
18;3839,03;67037
18;3616,83;70747
23;3415,08;82207
18;3577,61;61653
34;3348,83;105559
19;3271,23;62785
18;3198,37;68505
18;3388,99;67060
18;3300,53;56525
18;3254,27;60112
18;3610,8;72900
18;3742,18;64915
19;3345,12;69049
22;3380,76;70816
25;3347,19;85225
18;3441,65;63198
19;3393,74;65777
19;3560,59;67912
18;3302,42;53742
20;3303,21;66046
18;3493,36;63071
18;3449,59;60876
18;3353,97;52744
20;3154,68;66172
18;3519,91;56991
18;2950,24;52944
18;3164,35;58146
20;3518,81;71180
22;3522,85;79733
23;3316,17;76081
22;3283,54;75265
18;3750,13;74985
18;3322,39;62428
19;3538,94;63246
19;3637,71;65164
18;3369,84;65314
18;3225,06;60043
21;3287,81;72492
18;3470,97;63996
19;3302,21;61792
18;3606,81;68915
63;3410,79;219454
18;3520,98;59116
18;3354,01;62988
19;3390,84;66990
43;3217,12;133491
18;3152,84;59189
20;3250,48;65633
22;3048,39;77635
20;3606,3;73362
18;3191,31;52431
18;3459,57;64855
18;3423,39;63653
25;3471,97;84102
18;3346,98;61663
18;3566,83;64781
19;3386,22;60851
22;3082,82;62864
18;3464,36;64235
19;3721,17;77991
19;3199,78;60365
18;3501,77;59728
21;3165,56;67330
18;3310,4;52165
18;3424,25;54427
18;3394,36;57264
18;3413,22;54243
18;3400,72;55373
20;3540,75;78276
31;3398,65;100857
18;3381,57;62435
129;3151,22;408546
18;3271,91;64776
18;3500,13;57314
18;3250,95;61295
18;3545,17;72571
32;3624,41;118888
18;3512,21;68199
18;3231,23;68893
36;3301,13;120049
18;3711,7;64425
19;3288,07;62906
25;3317,93;77461
22;3468,12;71613
18;3415,93;63267
18;3355,64;66413
18;3463,92;68879
21;3398,52;76867
19;3445,1;63796
39;3343,88;131095
18;3614,96;68874
18;3262,79;54823
18;3084,17;57533
31;3420,8;104986
21;3470,79;76426
22;3247,16;73871
20;3114,53;58893
19;3053,61;52672
18;3624,28;65010
18;3423,92;57906
18;3209,85;55656
18;3160,34;63398
23;3237,85;76933
19;3327,48;62542
18;3512,52;62802
18;3583,73;65000
50;3231,88;162431
19;3653,96;72515
18;3339,19;66563
18;3399,26;58810
18;3531,44;70696
33;3277,01;104643
19;3438,91;67553
28;3145,64;91992
18;3416,23;66306
19;3317,09;54943
20;3208,84;58468
34;3182,54;105900
21;3924,44;79213
18;3548,74;60438
18;3431,52;53816
19;3347,82;61619
43;3292,92;144273
18;3593,82;58737
18;3642,51;67542
18;3502,82;64313
18;3293,67;59401
19;3914,46;81865
22;3061,34;68155
20;3563,84;70320
23;3049,19;63203
18;3238,41;56700
24;3373,55;83413
18;3435,8;64084
18;3287,91;59890
20;3370,85;66939
18;3297,47;51153
18;3251,57;60550
20;3518,33;66202
18;3761,37;68009
18;3413,89;59793
18;3298,04;59171
18;3399,44;64426
18;3426,2;60170
64;3291,08;210318
19;3458,03;69450
18;3299,03;50909
18;3321,08;51633
27;3481,97;97775
20;3457,07;68969
19;3316,94;64899
18;3435,85;58058
29;3073,73;92376
21;3295,76;70317
20;3330,77;73823
18;3250,39;60717
18;3286,43;59050
19;3549,09;59230
19;3710,63;71343
18;3446,1;55686
18;3203,62;57302
30;3383,61;110546
21;3676,07;75486
21;3380,82;67373
18;3176,78;58044
18;3456,2;59837
21;3511,55;79627
21;3269,74;66086
21;3320;67771
19;3600,52;61687
24;3659,86;85192
18;3454,95;71875
18;3093,66;54155
18;3605,28;74495
19;3313,56;65769
18;3354,85;60488
18;2974,81;51115
18;3354,58;64321
19;3233,87;60266
18;3564,72;70013
18;3359,14;55800
18;3452,09;78645
18;3219,07;53523
22;3182,07;71847
21;3472,89;76308
21;3605,25;68646
18;3714,62;67650
18;3445,58;59039
20;2947,67;62734
18;3709,69;73845
28;2934,89;86612
18;3518,92;60913
19;3390,87;65189
18;3140,59;49772
18;3416,27;66318
18;3093,25;49543
18;3410,25;67572
18;3687,58;66959
18;3654,9;58392
18;3214,31;55269
45;3633,84;165711
18;3677,84;65243
18;3359,9;58083
19;3506,99;68947
19;3533,11;64898
19;3485,23;64678
18;3561,95;65411
18;3337,9;55636
18;3771,12;68377
19;3449,88;62993
25;3478,12;83292
19;3653,33;76818
19;2989,23;62804
18;3433,49;58305
22;3557,23;77644
18;3363,07;64998
19;3535,69;66677
18;3360,01;63385
18;3333,06;64469
18;3411,64;64892
18;3582,93;68407
20;3473,19;72676
26;3316,9;95483
